Tanggal;Prov;Provinsi;Running Sum of divaksin2 (ribu);divaksin2 (ribu)
25/04/2022 00.00.00;Maluku Utara;Maluku Utara;537,531;1,934
26/04/2022 00.00.00;Maluku Utara;Maluku Utara;539,167;1,636
27/04/2022 00.00.00;Maluku Utara;Maluku Utara;540,546;1,379
28/04/2022 00.00.00;Maluku Utara;Maluku Utara;542,05;1,504
29/04/2022 00.00.00;Maluku Utara;Maluku Utara;543,249;1,199
30/04/2022 00.00.00;Maluku Utara;Maluku Utara;544,094;0,845
01/05/2022 00.00.00;Maluku Utara;Maluku Utara;544,229;0,135
02/05/2022 00.00.00;Maluku Utara;Maluku Utara;544,585;0,356
03/05/2022 00.00.00;Maluku Utara;Maluku Utara;544,807;0,222
04/05/2022 00.00.00;Maluku Utara;Maluku Utara;545,082;0,275
05/05/2022 00.00.00;Maluku Utara;Maluku Utara;545,499;0,417
06/05/2022 00.00.00;Maluku Utara;Maluku Utara;545,87;0,371
07/05/2022 00.00.00;Maluku Utara;Maluku Utara;546,154;0,284
08/05/2022 00.00.00;Maluku Utara;Maluku Utara;546,393;0,239
09/05/2022 00.00.00;Maluku Utara;Maluku Utara;547,688;1,295
10/05/2022 00.00.00;Maluku Utara;Maluku Utara;549,064;1,376
11/05/2022 00.00.00;Maluku Utara;Maluku Utara;550,471;1,407
12/05/2022 00.00.00;Maluku Utara;Maluku Utara;551,669;1,198
13/05/2022 00.00.00;Maluku Utara;Maluku Utara;552,429;0,76
14/05/2022 00.00.00;Maluku Utara;Maluku Utara;553,395;0,966
15/05/2022 00.00.00;Maluku Utara;Maluku Utara;553,809;0,414
16/05/2022 00.00.00;Maluku Utara;Maluku Utara;554,331;0,522
17/05/2022 00.00.00;Maluku Utara;Maluku Utara;555,362;1,031
18/05/2022 00.00.00;Maluku Utara;Maluku Utara;556,692;1,33
19/05/2022 00.00.00;Maluku Utara;Maluku Utara;558,272;1,58
20/05/2022 00.00.00;Maluku Utara;Maluku Utara;559,477;1,205
21/05/2022 00.00.00;Maluku Utara;Maluku Utara;561,361;1,884
22/05/2022 00.00.00;Maluku Utara;Maluku Utara;563,609;2,248
23/05/2022 00.00.00;Maluku Utara;Maluku Utara;566,544;2,935
24/05/2022 00.00.00;Maluku Utara;Maluku Utara;568,666;2,122
25/05/2022 00.00.00;Maluku Utara;Maluku Utara;572,197;3,531
26/05/2022 00.00.00;Maluku Utara;Maluku Utara;574,362;2,165
27/05/2022 00.00.00;Maluku Utara;Maluku Utara;576,757;2,395
28/05/2022 00.00.00;Maluku Utara;Maluku Utara;578,74;1,983
29/05/2022 00.00.00;Maluku Utara;Maluku Utara;580,7;1,96
30/05/2022 00.00.00;Maluku Utara;Maluku Utara;584,293;3,593
31/05/2022 00.00.00;Maluku Utara;Maluku Utara;586,905;2,612
01/06/2022 00.00.00;Maluku Utara;Maluku Utara;588,291;1,386
02/06/2022 00.00.00;Maluku Utara;Maluku Utara;589,577;1,286
03/06/2022 00.00.00;Maluku Utara;Maluku Utara;590,319;0,742
04/06/2022 00.00.00;Maluku Utara;Maluku Utara;591,112;0,793
05/06/2022 00.00.00;Maluku Utara;Maluku Utara;591,649;0,537
06/06/2022 00.00.00;Maluku Utara;Maluku Utara;592,637;0,988
07/06/2022 00.00.00;Maluku Utara;Maluku Utara;593,152;0,515
08/06/2022 00.00.00;Maluku Utara;Maluku Utara;593,642;0,49
09/06/2022 00.00.00;Maluku Utara;Maluku Utara;594,123;0,481
10/06/2022 00.00.00;Maluku Utara;Maluku Utara;594,774;0,651
11/06/2022 00.00.00;Maluku Utara;Maluku Utara;595,389;0,615
12/06/2022 00.00.00;Maluku Utara;Maluku Utara;595,743;0,354
13/06/2022 00.00.00;Maluku Utara;Maluku Utara;596,486;0,743
14/06/2022 00.00.00;Maluku Utara;Maluku Utara;597,277;0,791
15/06/2022 00.00.00;Maluku Utara;Maluku Utara;597,954;0,677
16/06/2022 00.00.00;Maluku Utara;Maluku Utara;598,714;0,76
17/06/2022 00.00.00;Maluku Utara;Maluku Utara;599,828;1,114
18/06/2022 00.00.00;Maluku Utara;Maluku Utara;600,101;0,273
19/06/2022 00.00.00;Maluku Utara;Maluku Utara;600,156;0,055
20/06/2022 00.00.00;Maluku Utara;Maluku Utara;600,618;0,462
21/06/2022 00.00.00;Maluku Utara;Maluku Utara;600,941;0,323
22/06/2022 00.00.00;Maluku Utara;Maluku Utara;601,398;0,457
23/06/2022 00.00.00;Maluku Utara;Maluku Utara;601,869;0,471
24/06/2022 00.00.00;Maluku Utara;Maluku Utara;602,369;0,5
25/06/2022 00.00.00;Maluku Utara;Maluku Utara;602,928;0,559
26/06/2022 00.00.00;Maluku Utara;Maluku Utara;603,243;0,315
27/06/2022 00.00.00;Maluku Utara;Maluku Utara;603,907;0,664
28/06/2022 00.00.00;Maluku Utara;Maluku Utara;604,549;0,642
29/06/2022 00.00.00;Maluku Utara;Maluku Utara;605,154;0,605
30/06/2022 00.00.00;Maluku Utara;Maluku Utara;605,856;0,702
01/07/2022 00.00.00;Maluku Utara;Maluku Utara;606,066;0,21
02/07/2022 00.00.00;Maluku Utara;Maluku Utara;606,317;0,251
03/07/2022 00.00.00;Maluku Utara;Maluku Utara;606,362;0,045
04/07/2022 00.00.00;Maluku Utara;Maluku Utara;606,733;0,371
05/07/2022 00.00.00;Maluku Utara;Maluku Utara;607,025;0,292
06/07/2022 00.00.00;Maluku Utara;Maluku Utara;607,308;0,283
07/07/2022 00.00.00;Maluku Utara;Maluku Utara;607,608;0,3
08/07/2022 00.00.00;Maluku Utara;Maluku Utara;607,759;0,151
09/07/2022 00.00.00;Maluku Utara;Maluku Utara;607,79;0,031
10/07/2022 00.00.00;Maluku Utara;Maluku Utara;607,826;0,036
11/07/2022 00.00.00;Maluku Utara;Maluku Utara;608,042;0,216
12/07/2022 00.00.00;Maluku Utara;Maluku Utara;608,258;0,216
13/07/2022 00.00.00;Maluku Utara;Maluku Utara;608,501;0,243
14/07/2022 00.00.00;Maluku Utara;Maluku Utara;608,735;0,234
15/07/2022 00.00.00;Maluku Utara;Maluku Utara;608,898;0,163
16/07/2022 00.00.00;Maluku Utara;Maluku Utara;609,054;0,156
17/07/2022 00.00.00;Maluku Utara;Maluku Utara;609,067;0,013
18/07/2022 00.00.00;Maluku Utara;Maluku Utara;609,287;0,22
19/07/2022 00.00.00;Maluku Utara;Maluku Utara;609,431;0,144
20/07/2022 00.00.00;Maluku Utara;Maluku Utara;609,628;0,197
21/07/2022 00.00.00;Maluku Utara;Maluku Utara;609,95;0,322
22/07/2022 00.00.00;Maluku Utara;Maluku Utara;610,162;0,212
23/07/2022 00.00.00;Maluku Utara;Maluku Utara;610,274;0,112
24/07/2022 00.00.00;Maluku Utara;Maluku Utara;610,337;0,063
25/07/2022 00.00.00;Maluku Utara;Maluku Utara;610,49;0,153
26/07/2022 00.00.00;Maluku Utara;Maluku Utara;610,629;0,139
27/07/2022 00.00.00;Maluku Utara;Maluku Utara;610,836;0,207
28/07/2022 00.00.00;Maluku Utara;Maluku Utara;611,151;0,315
29/07/2022 00.00.00;Maluku Utara;Maluku Utara;611,345;0,194
30/07/2022 00.00.00;Maluku Utara;Maluku Utara;611,429;0,084
31/07/2022 00.00.00;Maluku Utara;Maluku Utara;611,457;0,028
01/08/2022 00.00.00;Maluku Utara;Maluku Utara;611,697;0,24
02/08/2022 00.00.00;Maluku Utara;Maluku Utara;611,777;0,08
03/08/2022 00.00.00;Maluku Utara;Maluku Utara;611,928;0,151
04/08/2022 00.00.00;Maluku Utara;Maluku Utara;612,125;0,197
05/08/2022 00.00.00;Maluku Utara;Maluku Utara;612,297;0,172
06/08/2022 00.00.00;Maluku Utara;Maluku Utara;612,321;0,024
07/08/2022 00.00.00;Maluku Utara;Maluku Utara;612,329;0,008
08/08/2022 00.00.00;Maluku Utara;Maluku Utara;612,44;0,111
09/08/2022 00.00.00;Maluku Utara;Maluku Utara;612,587;0,147
10/08/2022 00.00.00;Maluku Utara;Maluku Utara;612,786;0,199
11/08/2022 00.00.00;Maluku Utara;Maluku Utara;612,903;0,117
12/08/2022 00.00.00;Maluku Utara;Maluku Utara;612,957;0,054
13/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,02;0,063
14/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,03;0,01
15/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,134;0,104
16/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,231;0,097
17/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,238;0,007
18/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,397;0,159
19/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,462;0,065
20/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,52;0,058
21/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,536;0,016
22/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,745;0,209
23/08/2022 00.00.00;Maluku Utara;Maluku Utara;613,851;0,106
24/08/2022 00.00.00;Maluku Utara;Maluku Utara;614,024;0,173
25/08/2022 00.00.00;Maluku Utara;Maluku Utara;614,187;0,163
26/08/2022 00.00.00;Maluku Utara;Maluku Utara;614,253;0,066
27/08/2022 00.00.00;Maluku Utara;Maluku Utara;614,327;0,074
28/08/2022 00.00.00;Maluku Utara;Maluku Utara;614,378;0,051
29/08/2022 00.00.00;Maluku Utara;Maluku Utara;614,494;0,116
30/08/2022 00.00.00;Maluku Utara;Maluku Utara;614,762;0,268
31/08/2022 00.00.00;Maluku Utara;Maluku Utara;615,069;0,307
01/09/2022 00.00.00;Maluku Utara;Maluku Utara;615,254;0,185
02/09/2022 00.00.00;Maluku Utara;Maluku Utara;615,325;0,071
03/09/2022 00.00.00;Maluku Utara;Maluku Utara;615,393;0,068
04/09/2022 00.00.00;Maluku Utara;Maluku Utara;615,401;0,008
05/09/2022 00.00.00;Maluku Utara;Maluku Utara;615,559;0,158
06/09/2022 00.00.00;Maluku Utara;Maluku Utara;615,654;0,095
07/09/2022 00.00.00;Maluku Utara;Maluku Utara;615,775;0,121
08/09/2022 00.00.00;Maluku Utara;Maluku Utara;615,911;0,136
09/09/2022 00.00.00;Maluku Utara;Maluku Utara;615,997;0,086
10/09/2022 00.00.00;Maluku Utara;Maluku Utara;616,059;0,062
11/09/2022 00.00.00;Maluku Utara;Maluku Utara;616,076;0,017
12/09/2022 00.00.00;Maluku Utara;Maluku Utara;616,254;0,178
13/09/2022 00.00.00;Maluku Utara;Maluku Utara;616,372;0,118
14/09/2022 00.00.00;Maluku Utara;Maluku Utara;616,506;0,134
15/09/2022 00.00.00;Maluku Utara;Maluku Utara;616,62;0,114
16/09/2022 00.00.00;Maluku Utara;Maluku Utara;616,68;0,06
17/09/2022 00.00.00;Maluku Utara;Maluku Utara;616,793;0,113
18/09/2022 00.00.00;Maluku Utara;Maluku Utara;616,807;0,014
19/09/2022 00.00.00;Maluku Utara;Maluku Utara;617,06;0,253
20/09/2022 00.00.00;Maluku Utara;Maluku Utara;617,231;0,171
21/09/2022 00.00.00;Maluku Utara;Maluku Utara;617,336;0,105
22/09/2022 00.00.00;Maluku Utara;Maluku Utara;617,445;0,109
23/09/2022 00.00.00;Maluku Utara;Maluku Utara;617,513;0,068
24/09/2022 00.00.00;Maluku Utara;Maluku Utara;617,682;0,169
25/09/2022 00.00.00;Maluku Utara;Maluku Utara;617,734;0,052
26/09/2022 00.00.00;Maluku Utara;Maluku Utara;617,857;0,123
27/09/2022 00.00.00;Maluku Utara;Maluku Utara;618,038;0,181
28/09/2022 00.00.00;Maluku Utara;Maluku Utara;618,133;0,095
29/09/2022 00.00.00;Maluku Utara;Maluku Utara;618,298;0,165
30/09/2022 00.00.00;Maluku Utara;Maluku Utara;618,419;0,121
01/10/2022 00.00.00;Maluku Utara;Maluku Utara;618,463;0,044
02/10/2022 00.00.00;Maluku Utara;Maluku Utara;618,474;0,011
03/10/2022 00.00.00;Maluku Utara;Maluku Utara;618,618;0,144
04/10/2022 00.00.00;Maluku Utara;Maluku Utara;618,691;0,073
05/10/2022 00.00.00;Maluku Utara;Maluku Utara;618,775;0,084
06/10/2022 00.00.00;Maluku Utara;Maluku Utara;618,888;0,113
07/10/2022 00.00.00;Maluku Utara;Maluku Utara;618,97;0,082
08/10/2022 00.00.00;Maluku Utara;Maluku Utara;618,999;0,029
09/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,004;0,005
10/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,073;0,069
11/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,137;0,064
12/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,227;0,09
13/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,292;0,065
14/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,392;0,1
15/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,443;0,051
16/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,45;0,007
17/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,646;0,196
18/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,733;0,087
19/10/2022 00.00.00;Maluku Utara;Maluku Utara;619,835;0,102
20/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,006;0,171
21/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,082;0,076
22/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,139;0,057
23/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,147;0,008
24/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,261;0,114
25/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,334;0,073
26/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,425;0,091
27/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,512;0,087
28/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,565;0,053
29/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,61;0,045
30/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,614;0,004
31/10/2022 00.00.00;Maluku Utara;Maluku Utara;620,697;0,083
01/11/2022 00.00.00;Maluku Utara;Maluku Utara;620,736;0,039
02/11/2022 00.00.00;Maluku Utara;Maluku Utara;620,767;0,031
13/01/2021 00.00.00;Maluku;Maluku;0;0
14/01/2021 00.00.00;Maluku;Maluku;0;0
15/01/2021 00.00.00;Maluku;Maluku;0;0
16/01/2021 00.00.00;Maluku;Maluku;0;0
17/01/2021 00.00.00;Maluku;Maluku;0;0
18/01/2021 00.00.00;Maluku;Maluku;0;0
19/01/2021 00.00.00;Maluku;Maluku;0;0
20/01/2021 00.00.00;Maluku;Maluku;0;0
21/01/2021 00.00.00;Maluku;Maluku;0;0
22/01/2021 00.00.00;Maluku;Maluku;0;0
23/01/2021 00.00.00;Maluku;Maluku;0;0
24/01/2021 00.00.00;Maluku;Maluku;0;0
25/01/2021 00.00.00;Maluku;Maluku;0,001;0,001
26/01/2021 00.00.00;Maluku;Maluku;0,001;0
27/01/2021 00.00.00;Maluku;Maluku;0,001;0
28/01/2021 00.00.00;Maluku;Maluku;0,001;0
29/01/2021 00.00.00;Maluku;Maluku;0,181;0,18
30/01/2021 00.00.00;Maluku;Maluku;0,184;0,003
31/01/2021 00.00.00;Maluku;Maluku;0,184;0
01/02/2021 00.00.00;Maluku;Maluku;0,271;0,087
02/02/2021 00.00.00;Maluku;Maluku;0,374;0,103
03/02/2021 00.00.00;Maluku;Maluku;0,49;0,116
04/02/2021 00.00.00;Maluku;Maluku;0,772;0,282
05/02/2021 00.00.00;Maluku;Maluku;0,903;0,131
06/02/2021 00.00.00;Maluku;Maluku;0,954;0,051
07/02/2021 00.00.00;Maluku;Maluku;0,976;0,022
08/02/2021 00.00.00;Maluku;Maluku;1,08;0,104
09/02/2021 00.00.00;Maluku;Maluku;1,17;0,09
10/02/2021 00.00.00;Maluku;Maluku;1,322;0,152
11/02/2021 00.00.00;Maluku;Maluku;1,572;0,25
12/02/2021 00.00.00;Maluku;Maluku;1,782;0,21
13/02/2021 00.00.00;Maluku;Maluku;2,014;0,232
14/02/2021 00.00.00;Maluku;Maluku;2,039;0,025
15/02/2021 00.00.00;Maluku;Maluku;2,505;0,466
16/02/2021 00.00.00;Maluku;Maluku;2,982;0,477
17/02/2021 00.00.00;Maluku;Maluku;3,434;0,452
18/02/2021 00.00.00;Maluku;Maluku;3,882;0,448
19/02/2021 00.00.00;Maluku;Maluku;4,264;0,382
20/02/2021 00.00.00;Maluku;Maluku;4,742;0,478
21/02/2021 00.00.00;Maluku;Maluku;4,842;0,1
22/02/2021 00.00.00;Maluku;Maluku;5,413;0,571
23/02/2021 00.00.00;Maluku;Maluku;5,704;0,291
24/02/2021 00.00.00;Maluku;Maluku;6,056;0,352
25/02/2021 00.00.00;Maluku;Maluku;6,319;0,263
26/02/2021 00.00.00;Maluku;Maluku;6,476;0,157
27/02/2021 00.00.00;Maluku;Maluku;6,606;0,13
28/02/2021 00.00.00;Maluku;Maluku;6,609;0,003
01/03/2021 00.00.00;Maluku;Maluku;6,911;0,302
02/03/2021 00.00.00;Maluku;Maluku;7,265;0,354
03/03/2021 00.00.00;Maluku;Maluku;7,618;0,353
04/03/2021 00.00.00;Maluku;Maluku;7,895;0,277
05/03/2021 00.00.00;Maluku;Maluku;8,195;0,3
06/03/2021 00.00.00;Maluku;Maluku;8,331;0,136
07/03/2021 00.00.00;Maluku;Maluku;8,341;0,01
08/03/2021 00.00.00;Maluku;Maluku;8,607;0,266
09/03/2021 00.00.00;Maluku;Maluku;8,827;0,22
10/03/2021 00.00.00;Maluku;Maluku;9,027;0,2
11/03/2021 00.00.00;Maluku;Maluku;9,087;0,06
12/03/2021 00.00.00;Maluku;Maluku;9,206;0,119
13/03/2021 00.00.00;Maluku;Maluku;9,332;0,126
14/03/2021 00.00.00;Maluku;Maluku;9,333;0,001
15/03/2021 00.00.00;Maluku;Maluku;9,476;0,143
16/03/2021 00.00.00;Maluku;Maluku;9,594;0,118
17/03/2021 00.00.00;Maluku;Maluku;9,739;0,145
18/03/2021 00.00.00;Maluku;Maluku;9,851;0,112
19/03/2021 00.00.00;Maluku;Maluku;10,017;0,166
20/03/2021 00.00.00;Maluku;Maluku;10,125;0,108
21/03/2021 00.00.00;Maluku;Maluku;10,134;0,009
22/03/2021 00.00.00;Maluku;Maluku;10,342;0,208
23/03/2021 00.00.00;Maluku;Maluku;10,87;0,528
24/03/2021 00.00.00;Maluku;Maluku;11,161;0,291
25/03/2021 00.00.00;Maluku;Maluku;11,221;0,06
26/03/2021 00.00.00;Maluku;Maluku;12,687;1,466
27/03/2021 00.00.00;Maluku;Maluku;13,656;0,969
28/03/2021 00.00.00;Maluku;Maluku;13,659;0,003
29/03/2021 00.00.00;Maluku;Maluku;14,3;0,641
30/03/2021 00.00.00;Maluku;Maluku;15,929;1,629
31/03/2021 00.00.00;Maluku;Maluku;17,137;1,208
01/04/2021 00.00.00;Maluku;Maluku;18,122;0,985
02/04/2021 00.00.00;Maluku;Maluku;18,186;0,064
03/04/2021 00.00.00;Maluku;Maluku;19,113;0,927
04/04/2021 00.00.00;Maluku;Maluku;19,117;0,004
05/04/2021 00.00.00;Maluku;Maluku;19,842;0,725
06/04/2021 00.00.00;Maluku;Maluku;21,72;1,878
07/04/2021 00.00.00;Maluku;Maluku;22,816;1,096
08/04/2021 00.00.00;Maluku;Maluku;23,817;1,001
09/04/2021 00.00.00;Maluku;Maluku;24,444;0,627
10/04/2021 00.00.00;Maluku;Maluku;24,916;0,472
11/04/2021 00.00.00;Maluku;Maluku;24,924;0,008
12/04/2021 00.00.00;Maluku;Maluku;25,717;0,793
13/04/2021 00.00.00;Maluku;Maluku;26,011;0,294
14/04/2021 00.00.00;Maluku;Maluku;26,537;0,526
15/04/2021 00.00.00;Maluku;Maluku;27,266;0,729
16/04/2021 00.00.00;Maluku;Maluku;27,663;0,397
17/04/2021 00.00.00;Maluku;Maluku;27,818;0,155
18/04/2021 00.00.00;Maluku;Maluku;27,865;0,047
19/04/2021 00.00.00;Maluku;Maluku;28,646;0,781
20/04/2021 00.00.00;Maluku;Maluku;29,726;1,08
21/04/2021 00.00.00;Maluku;Maluku;30,715;0,989
22/04/2021 00.00.00;Maluku;Maluku;31,515;0,8
23/04/2021 00.00.00;Maluku;Maluku;32,359;0,844
24/04/2021 00.00.00;Maluku;Maluku;32,729;0,37
25/04/2021 00.00.00;Maluku;Maluku;32,732;0,003
26/04/2021 00.00.00;Maluku;Maluku;33,133;0,401
27/04/2021 00.00.00;Maluku;Maluku;33,46;0,327
28/04/2021 00.00.00;Maluku;Maluku;33,918;0,458
29/04/2021 00.00.00;Maluku;Maluku;34,33;0,412
30/04/2021 00.00.00;Maluku;Maluku;34,583;0,253
01/05/2021 00.00.00;Maluku;Maluku;34,689;0,106
02/05/2021 00.00.00;Maluku;Maluku;34,713;0,024
03/05/2021 00.00.00;Maluku;Maluku;35,042;0,329
04/05/2021 00.00.00;Maluku;Maluku;35,214;0,172
05/05/2021 00.00.00;Maluku;Maluku;35,649;0,435
06/05/2021 00.00.00;Maluku;Maluku;35,979;0,33
07/05/2021 00.00.00;Maluku;Maluku;36,349;0,37
08/05/2021 00.00.00;Maluku;Maluku;36,566;0,217
09/05/2021 00.00.00;Maluku;Maluku;36,566;0
10/05/2021 00.00.00;Maluku;Maluku;36,818;0,252
11/05/2021 00.00.00;Maluku;Maluku;36,874;0,056
12/05/2021 00.00.00;Maluku;Maluku;36,981;0,107
13/05/2021 00.00.00;Maluku;Maluku;36,985;0,004
14/05/2021 00.00.00;Maluku;Maluku;37,014;0,029
15/05/2021 00.00.00;Maluku;Maluku;37,033;0,019
16/05/2021 00.00.00;Maluku;Maluku;37,035;0,002
17/05/2021 00.00.00;Maluku;Maluku;37,187;0,152
18/05/2021 00.00.00;Maluku;Maluku;37,5;0,313
19/05/2021 00.00.00;Maluku;Maluku;37,919;0,419
20/05/2021 00.00.00;Maluku;Maluku;38,402;0,483
21/05/2021 00.00.00;Maluku;Maluku;39,032;0,63
22/05/2021 00.00.00;Maluku;Maluku;39,783;0,751
23/05/2021 00.00.00;Maluku;Maluku;39,924;0,141
24/05/2021 00.00.00;Maluku;Maluku;40,616;0,692
25/05/2021 00.00.00;Maluku;Maluku;41,404;0,788
26/05/2021 00.00.00;Maluku;Maluku;41,902;0,498
27/05/2021 00.00.00;Maluku;Maluku;42,716;0,814
28/05/2021 00.00.00;Maluku;Maluku;43,6;0,884
29/05/2021 00.00.00;Maluku;Maluku;43,826;0,226
30/05/2021 00.00.00;Maluku;Maluku;43,868;0,042
31/05/2021 00.00.00;Maluku;Maluku;44,193;0,325
01/06/2021 00.00.00;Maluku;Maluku;44,289;0,096
02/06/2021 00.00.00;Maluku;Maluku;44,567;0,278
03/06/2021 00.00.00;Maluku;Maluku;44,921;0,354
04/06/2021 00.00.00;Maluku;Maluku;45,451;0,53
05/06/2021 00.00.00;Maluku;Maluku;45,603;0,152
06/06/2021 00.00.00;Maluku;Maluku;45,605;0,002
07/06/2021 00.00.00;Maluku;Maluku;46,251;0,646
08/06/2021 00.00.00;Maluku;Maluku;47,075;0,824
09/06/2021 00.00.00;Maluku;Maluku;47,316;0,241
10/06/2021 00.00.00;Maluku;Maluku;47,839;0,523
11/06/2021 00.00.00;Maluku;Maluku;49,335;1,496
12/06/2021 00.00.00;Maluku;Maluku;49,782;0,447
13/06/2021 00.00.00;Maluku;Maluku;49,813;0,031
14/06/2021 00.00.00;Maluku;Maluku;50,266;0,453
15/06/2021 00.00.00;Maluku;Maluku;50,744;0,478
16/06/2021 00.00.00;Maluku;Maluku;51,258;0,514
17/06/2021 00.00.00;Maluku;Maluku;51,84;0,582
18/06/2021 00.00.00;Maluku;Maluku;52,438;0,598
19/06/2021 00.00.00;Maluku;Maluku;52,766;0,328
20/06/2021 00.00.00;Maluku;Maluku;52,778;0,012
21/06/2021 00.00.00;Maluku;Maluku;53,47;0,692
22/06/2021 00.00.00;Maluku;Maluku;54,611;1,141
23/06/2021 00.00.00;Maluku;Maluku;55,934;1,323
24/06/2021 00.00.00;Maluku;Maluku;56,886;0,952
25/06/2021 00.00.00;Maluku;Maluku;57,465;0,579
26/06/2021 00.00.00;Maluku;Maluku;58,114;0,649
27/06/2021 00.00.00;Maluku;Maluku;58,148;0,034
28/06/2021 00.00.00;Maluku;Maluku;58,939;0,791
29/06/2021 00.00.00;Maluku;Maluku;59,426;0,487
30/06/2021 00.00.00;Maluku;Maluku;60,082;0,656
01/07/2021 00.00.00;Maluku;Maluku;60,584;0,502
02/07/2021 00.00.00;Maluku;Maluku;60,923;0,339
03/07/2021 00.00.00;Maluku;Maluku;61,137;0,214
04/07/2021 00.00.00;Maluku;Maluku;61,176;0,039
05/07/2021 00.00.00;Maluku;Maluku;61,687;0,511
06/07/2021 00.00.00;Maluku;Maluku;62,232;0,545
07/07/2021 00.00.00;Maluku;Maluku;62,784;0,552
08/07/2021 00.00.00;Maluku;Maluku;63,273;0,489
09/07/2021 00.00.00;Maluku;Maluku;63,613;0,34
10/07/2021 00.00.00;Maluku;Maluku;64,066;0,453
11/07/2021 00.00.00;Maluku;Maluku;64,09;0,024
12/07/2021 00.00.00;Maluku;Maluku;64,909;0,819
13/07/2021 00.00.00;Maluku;Maluku;65,595;0,686
14/07/2021 00.00.00;Maluku;Maluku;66,237;0,642
15/07/2021 00.00.00;Maluku;Maluku;67,034;0,797
16/07/2021 00.00.00;Maluku;Maluku;67,824;0,79
17/07/2021 00.00.00;Maluku;Maluku;68,588;0,764
18/07/2021 00.00.00;Maluku;Maluku;68,636;0,048
19/07/2021 00.00.00;Maluku;Maluku;69,068;0,432
20/07/2021 00.00.00;Maluku;Maluku;69,155;0,087
21/07/2021 00.00.00;Maluku;Maluku;69,582;0,427
22/07/2021 00.00.00;Maluku;Maluku;70,062;0,48
23/07/2021 00.00.00;Maluku;Maluku;70,55;0,488
24/07/2021 00.00.00;Maluku;Maluku;75,399;4,849
25/07/2021 00.00.00;Maluku;Maluku;75,464;0,065
26/07/2021 00.00.00;Maluku;Maluku;78,45;2,986
27/07/2021 00.00.00;Maluku;Maluku;81,154;2,704
28/07/2021 00.00.00;Maluku;Maluku;84,368;3,214
29/07/2021 00.00.00;Maluku;Maluku;86,711;2,343
30/07/2021 00.00.00;Maluku;Maluku;89,747;3,036
31/07/2021 00.00.00;Maluku;Maluku;90,986;1,239
01/08/2021 00.00.00;Maluku;Maluku;91,096;0,11
02/08/2021 00.00.00;Maluku;Maluku;93,779;2,683
03/08/2021 00.00.00;Maluku;Maluku;96,826;3,047
04/08/2021 00.00.00;Maluku;Maluku;99,719;2,893
05/08/2021 00.00.00;Maluku;Maluku;102,199;2,48
06/08/2021 00.00.00;Maluku;Maluku;104,574;2,375
07/08/2021 00.00.00;Maluku;Maluku;106,374;1,8
08/08/2021 00.00.00;Maluku;Maluku;106,424;0,05
09/08/2021 00.00.00;Maluku;Maluku;108,685;2,261
10/08/2021 00.00.00;Maluku;Maluku;110,772;2,087
11/08/2021 00.00.00;Maluku;Maluku;111,559;0,787
12/08/2021 00.00.00;Maluku;Maluku;114,428;2,869
13/08/2021 00.00.00;Maluku;Maluku;117,522;3,094
14/08/2021 00.00.00;Maluku;Maluku;119,413;1,891
15/08/2021 00.00.00;Maluku;Maluku;119,585;0,172
16/08/2021 00.00.00;Maluku;Maluku;122,519;2,934
17/08/2021 00.00.00;Maluku;Maluku;122,844;0,325
18/08/2021 00.00.00;Maluku;Maluku;125,511;2,667
19/08/2021 00.00.00;Maluku;Maluku;128,153;2,642
20/08/2021 00.00.00;Maluku;Maluku;130,174;2,021
21/08/2021 00.00.00;Maluku;Maluku;131,779;1,605
22/08/2021 00.00.00;Maluku;Maluku;131,92;0,141
