Tanggal;Provinsi;Running Sum of divaksin1 (ribu);divaksin1 (ribu)
12/11/2021 00.00.00;Riau;2105,57;29,032
13/11/2021 00.00.00;Riau;2124,816;19,246
14/11/2021 00.00.00;Riau;2133,473;8,657
15/11/2021 00.00.00;Riau;2152,137;18,664
16/11/2021 00.00.00;Riau;2170,339;18,202
17/11/2021 00.00.00;Riau;2190,821;20,482
18/11/2021 00.00.00;Riau;2211,581;20,76
19/11/2021 00.00.00;Riau;2228,569;16,988
20/11/2021 00.00.00;Riau;2246,786;18,217
21/11/2021 00.00.00;Riau;2252,126;5,34
22/11/2021 00.00.00;Riau;2266,66;14,534
23/11/2021 00.00.00;Riau;2282,257;15,597
24/11/2021 00.00.00;Riau;2302,573;20,316
25/11/2021 00.00.00;Riau;2322,918;20,345
26/11/2021 00.00.00;Riau;2337,598;14,68
27/11/2021 00.00.00;Riau;2366,532;28,934
28/11/2021 00.00.00;Riau;2376,399;9,867
29/11/2021 00.00.00;Riau;2399,909;23,51
30/11/2021 00.00.00;Riau;2426,114;26,205
01/12/2021 00.00.00;Riau;2449,746;23,632
02/12/2021 00.00.00;Riau;2476,529;26,783
03/12/2021 00.00.00;Riau;2502,668;26,139
04/12/2021 00.00.00;Riau;2537,2;34,532
05/12/2021 00.00.00;Riau;2558,45;21,25
06/12/2021 00.00.00;Riau;2594,108;35,658
07/12/2021 00.00.00;Riau;2633,046;38,938
08/12/2021 00.00.00;Riau;2682,105;49,059
09/12/2021 00.00.00;Riau;2736,506;54,401
10/12/2021 00.00.00;Riau;2783,286;46,78
11/12/2021 00.00.00;Riau;2843,219;59,933
12/12/2021 00.00.00;Riau;2888,091;44,872
13/12/2021 00.00.00;Riau;2950,078;61,987
14/12/2021 00.00.00;Riau;3018,211;68,133
15/12/2021 00.00.00;Riau;3095,097;76,886
16/12/2021 00.00.00;Riau;3169,895;74,798
17/12/2021 00.00.00;Riau;3237,43;67,535
18/12/2021 00.00.00;Riau;3300,389;62,959
19/12/2021 00.00.00;Riau;3345,194;44,805
20/12/2021 00.00.00;Riau;3405,926;60,732
21/12/2021 00.00.00;Riau;3465,294;59,368
22/12/2021 00.00.00;Riau;3522,05;56,756
23/12/2021 00.00.00;Riau;3576,218;54,168
24/12/2021 00.00.00;Riau;3617,061;40,843
25/12/2021 00.00.00;Riau;3641,323;24,262
26/12/2021 00.00.00;Riau;3660,228;18,905
27/12/2021 00.00.00;Riau;3697,518;37,29
28/12/2021 00.00.00;Riau;3732,821;35,303
29/12/2021 00.00.00;Riau;3766,994;34,173
30/12/2021 00.00.00;Riau;3800,866;33,872
31/12/2021 00.00.00;Riau;3820,333;19,467
01/01/2022 00.00.00;Riau;3823,956;3,623
02/01/2022 00.00.00;Riau;3826,103;2,147
03/01/2022 00.00.00;Riau;3836,095;9,992
04/01/2022 00.00.00;Riau;3844,999;8,904
05/01/2022 00.00.00;Riau;3853,696;8,697
06/01/2022 00.00.00;Riau;3862,085;8,389
07/01/2022 00.00.00;Riau;3870,356;8,271
08/01/2022 00.00.00;Riau;3877,809;7,453
09/01/2022 00.00.00;Riau;3880,354;2,545
10/01/2022 00.00.00;Riau;3889,721;9,367
11/01/2022 00.00.00;Riau;3900,367;10,646
12/01/2022 00.00.00;Riau;3920,844;20,477
13/01/2022 00.00.00;Riau;3940,874;20,03
14/01/2022 00.00.00;Riau;3958,33;17,456
15/01/2022 00.00.00;Riau;3974,92;16,59
16/01/2022 00.00.00;Riau;3978,398;3,478
17/01/2022 00.00.00;Riau;3999,778;21,38
18/01/2022 00.00.00;Riau;4023,325;23,547
19/01/2022 00.00.00;Riau;4050,356;27,031
20/01/2022 00.00.00;Riau;4073,858;23,502
21/01/2022 00.00.00;Riau;4101,884;28,026
22/01/2022 00.00.00;Riau;4124,699;22,815
23/01/2022 00.00.00;Riau;4129,043;4,344
24/01/2022 00.00.00;Riau;4158,213;29,17
25/01/2022 00.00.00;Riau;4186,434;28,221
26/01/2022 00.00.00;Riau;4211,485;25,051
27/01/2022 00.00.00;Riau;4236,838;25,353
28/01/2022 00.00.00;Riau;4254,761;17,923
29/01/2022 00.00.00;Riau;4270,515;15,754
30/01/2022 00.00.00;Riau;4273,64;3,125
31/01/2022 00.00.00;Riau;4288,486;14,846
01/02/2022 00.00.00;Riau;4291,086;2,6
02/02/2022 00.00.00;Riau;4305,935;14,849
03/02/2022 00.00.00;Riau;4321,112;15,177
04/02/2022 00.00.00;Riau;4330,547;9,435
05/02/2022 00.00.00;Riau;4341,535;10,988
06/02/2022 00.00.00;Riau;4344,235;2,7
07/02/2022 00.00.00;Riau;4359,051;14,816
08/02/2022 00.00.00;Riau;4373,041;13,99
09/02/2022 00.00.00;Riau;4385,64;12,599
10/02/2022 00.00.00;Riau;4398,688;13,048
11/02/2022 00.00.00;Riau;4408,591;9,903
12/02/2022 00.00.00;Riau;4418,951;10,36
13/02/2022 00.00.00;Riau;4423,4;4,449
14/02/2022 00.00.00;Riau;4434,9;11,5
15/02/2022 00.00.00;Riau;4446,401;11,501
16/02/2022 00.00.00;Riau;4456,012;9,611
17/02/2022 00.00.00;Riau;4466,229;10,217
18/02/2022 00.00.00;Riau;4473,868;7,639
19/02/2022 00.00.00;Riau;4483,977;10,109
20/02/2022 00.00.00;Riau;4486,638;2,661
21/02/2022 00.00.00;Riau;4495,823;9,185
22/02/2022 00.00.00;Riau;4509,138;13,315
23/02/2022 00.00.00;Riau;4518,464;9,326
24/02/2022 00.00.00;Riau;4527,259;8,795
25/02/2022 00.00.00;Riau;4535,738;8,479
26/02/2022 00.00.00;Riau;4543,445;7,707
27/02/2022 00.00.00;Riau;4546,027;2,582
28/02/2022 00.00.00;Riau;4550,056;4,029
01/03/2022 00.00.00;Riau;4556,587;6,531
02/03/2022 00.00.00;Riau;4563,694;7,107
03/03/2022 00.00.00;Riau;4567,654;3,96
04/03/2022 00.00.00;Riau;4573,717;6,063
05/03/2022 00.00.00;Riau;4579,831;6,114
06/03/2022 00.00.00;Riau;4582,276;2,445
07/03/2022 00.00.00;Riau;4588,395;6,119
08/03/2022 00.00.00;Riau;4593,729;5,334
09/03/2022 00.00.00;Riau;4598,717;4,988
10/03/2022 00.00.00;Riau;4605,078;6,361
11/03/2022 00.00.00;Riau;4609,801;4,723
12/03/2022 00.00.00;Riau;4614,985;5,184
13/03/2022 00.00.00;Riau;4616,974;1,989
14/03/2022 00.00.00;Riau;4622,788;5,814
15/03/2022 00.00.00;Riau;4628,901;6,113
16/03/2022 00.00.00;Riau;4634,843;5,942
17/03/2022 00.00.00;Riau;4641,008;6,165
18/03/2022 00.00.00;Riau;4645,867;4,859
19/03/2022 00.00.00;Riau;4651,217;5,35
20/03/2022 00.00.00;Riau;4653,979;2,762
21/03/2022 00.00.00;Riau;4661,839;7,86
22/03/2022 00.00.00;Riau;4667,382;5,543
23/03/2022 00.00.00;Riau;4673,253;5,871
24/03/2022 00.00.00;Riau;4679,89;6,637
25/03/2022 00.00.00;Riau;4685,195;5,305
26/03/2022 00.00.00;Riau;4691,322;6,127
27/03/2022 00.00.00;Riau;4693,697;2,375
28/03/2022 00.00.00;Riau;4701,538;7,841
29/03/2022 00.00.00;Riau;4708,328;6,79
30/03/2022 00.00.00;Riau;4716,167;7,839
31/03/2022 00.00.00;Riau;4723,07;6,903
01/04/2022 00.00.00;Riau;4727,343;4,273
02/04/2022 00.00.00;Riau;4729,68;2,337
03/04/2022 00.00.00;Riau;4730,259;0,579
04/04/2022 00.00.00;Riau;4731,772;1,513
05/04/2022 00.00.00;Riau;4733,28;1,508
06/04/2022 00.00.00;Riau;4734,878;1,598
07/04/2022 00.00.00;Riau;4736,734;1,856
08/04/2022 00.00.00;Riau;4738,466;1,732
09/04/2022 00.00.00;Riau;4740,442;1,976
10/04/2022 00.00.00;Riau;4741,395;0,953
11/04/2022 00.00.00;Riau;4743,502;2,107
12/04/2022 00.00.00;Riau;4745,478;1,976
13/04/2022 00.00.00;Riau;4747,603;2,125
14/04/2022 00.00.00;Riau;4749,7;2,097
15/04/2022 00.00.00;Riau;4750,852;1,152
16/04/2022 00.00.00;Riau;4752,803;1,951
17/04/2022 00.00.00;Riau;4753,623;0,82
18/04/2022 00.00.00;Riau;4757,469;3,846
19/04/2022 00.00.00;Riau;4760,049;2,58
20/04/2022 00.00.00;Riau;4762,113;2,064
21/04/2022 00.00.00;Riau;4764,158;2,045
22/04/2022 00.00.00;Riau;4766,06;1,902
23/04/2022 00.00.00;Riau;4767,928;1,868
24/04/2022 00.00.00;Riau;4768,948;1,02
25/04/2022 00.00.00;Riau;4770,703;1,755
26/04/2022 00.00.00;Riau;4772,327;1,624
27/04/2022 00.00.00;Riau;4773,667;1,34
28/04/2022 00.00.00;Riau;4775,452;1,785
29/04/2022 00.00.00;Riau;4776,164;0,712
30/04/2022 00.00.00;Riau;4776,708;0,544
01/05/2022 00.00.00;Riau;4777,272;0,564
02/05/2022 00.00.00;Riau;4777,626;0,354
03/05/2022 00.00.00;Riau;4777,745;0,119
04/05/2022 00.00.00;Riau;4778,075;0,33
05/05/2022 00.00.00;Riau;4778,498;0,423
06/05/2022 00.00.00;Riau;4778,971;0,473
07/05/2022 00.00.00;Riau;4779,346;0,375
08/05/2022 00.00.00;Riau;4779,577;0,231
09/05/2022 00.00.00;Riau;4780,814;1,237
10/05/2022 00.00.00;Riau;4782,141;1,327
11/05/2022 00.00.00;Riau;4783,521;1,38
12/05/2022 00.00.00;Riau;4784,945;1,424
13/05/2022 00.00.00;Riau;4786,155;1,21
14/05/2022 00.00.00;Riau;4787,409;1,254
15/05/2022 00.00.00;Riau;4787,792;0,383
16/05/2022 00.00.00;Riau;4788,269;0,477
17/05/2022 00.00.00;Riau;4789,936;1,667
18/05/2022 00.00.00;Riau;4791,627;1,691
19/05/2022 00.00.00;Riau;4792,94;1,313
20/05/2022 00.00.00;Riau;4794,318;1,378
21/05/2022 00.00.00;Riau;4795,577;1,259
22/05/2022 00.00.00;Riau;4795,935;0,358
23/05/2022 00.00.00;Riau;4797,196;1,261
24/05/2022 00.00.00;Riau;4798,416;1,22
25/05/2022 00.00.00;Riau;4799,455;1,039
26/05/2022 00.00.00;Riau;4799,933;0,478
27/05/2022 00.00.00;Riau;4800,833;0,9
28/05/2022 00.00.00;Riau;4801,583;0,75
29/05/2022 00.00.00;Riau;4801,861;0,278
30/05/2022 00.00.00;Riau;4802,691;0,83
31/05/2022 00.00.00;Riau;4803,466;0,775
01/06/2022 00.00.00;Riau;4803,83;0,364
02/06/2022 00.00.00;Riau;4804,591;0,761
03/06/2022 00.00.00;Riau;4805,218;0,627
04/06/2022 00.00.00;Riau;4805,889;0,671
05/06/2022 00.00.00;Riau;4806,172;0,283
06/06/2022 00.00.00;Riau;4806,956;0,784
07/06/2022 00.00.00;Riau;4807,726;0,77
08/06/2022 00.00.00;Riau;4808,518;0,792
09/06/2022 00.00.00;Riau;4809,271;0,753
10/06/2022 00.00.00;Riau;4809,971;0,7
11/06/2022 00.00.00;Riau;4810,725;0,754
12/06/2022 00.00.00;Riau;4811,205;0,48
13/06/2022 00.00.00;Riau;4812,145;0,94
14/06/2022 00.00.00;Riau;4813,052;0,907
15/06/2022 00.00.00;Riau;4813,974;0,922
16/06/2022 00.00.00;Riau;4814,847;0,873
17/06/2022 00.00.00;Riau;4816,781;1,934
18/06/2022 00.00.00;Riau;4817,499;0,718
19/06/2022 00.00.00;Riau;4817,895;0,396
20/06/2022 00.00.00;Riau;4818,667;0,772
21/06/2022 00.00.00;Riau;4819,431;0,764
22/06/2022 00.00.00;Riau;4820,01;0,579
23/06/2022 00.00.00;Riau;4820,645;0,635
24/06/2022 00.00.00;Riau;4821,137;0,492
25/06/2022 00.00.00;Riau;4821,608;0,471
26/06/2022 00.00.00;Riau;4821,865;0,257
27/06/2022 00.00.00;Riau;4822,578;0,713
28/06/2022 00.00.00;Riau;4823,437;0,859
29/06/2022 00.00.00;Riau;4824,142;0,705
30/06/2022 00.00.00;Riau;4825,181;1,039
01/07/2022 00.00.00;Riau;4826,09;0,909
02/07/2022 00.00.00;Riau;4826,983;0,893
03/07/2022 00.00.00;Riau;4827,357;0,374
04/07/2022 00.00.00;Riau;4828,321;0,964
05/07/2022 00.00.00;Riau;4829,103;0,782
06/07/2022 00.00.00;Riau;4830,057;0,954
07/07/2022 00.00.00;Riau;4830,987;0,93
08/07/2022 00.00.00;Riau;4832,285;1,298
09/07/2022 00.00.00;Riau;4832,553;0,268
10/07/2022 00.00.00;Riau;4832,638;0,085
11/07/2022 00.00.00;Riau;4833,29;0,652
12/07/2022 00.00.00;Riau;4834,108;0,818
13/07/2022 00.00.00;Riau;4834,813;0,705
14/07/2022 00.00.00;Riau;4835,461;0,648
15/07/2022 00.00.00;Riau;4836,254;0,793
16/07/2022 00.00.00;Riau;4837,071;0,817
17/07/2022 00.00.00;Riau;4837,267;0,196
18/07/2022 00.00.00;Riau;4838,306;1,039
19/07/2022 00.00.00;Riau;4839,914;1,608
20/07/2022 00.00.00;Riau;4840,918;1,004
21/07/2022 00.00.00;Riau;4842,033;1,115
22/07/2022 00.00.00;Riau;4843,314;1,281
23/07/2022 00.00.00;Riau;4844,416;1,102
24/07/2022 00.00.00;Riau;4844,775;0,359
25/07/2022 00.00.00;Riau;4846,06;1,285
26/07/2022 00.00.00;Riau;4847,17;1,11
27/07/2022 00.00.00;Riau;4848,418;1,248
28/07/2022 00.00.00;Riau;4849,667;1,249
29/07/2022 00.00.00;Riau;4850,698;1,031
30/07/2022 00.00.00;Riau;4851,211;0,513
31/07/2022 00.00.00;Riau;4851,71;0,499
01/08/2022 00.00.00;Riau;4853,017;1,307
02/08/2022 00.00.00;Riau;4854,273;1,256
03/08/2022 00.00.00;Riau;4855,592;1,319
04/08/2022 00.00.00;Riau;4856,935;1,343
05/08/2022 00.00.00;Riau;4857,988;1,053
06/08/2022 00.00.00;Riau;4859,167;1,179
07/08/2022 00.00.00;Riau;4859,586;0,419
08/08/2022 00.00.00;Riau;4860,904;1,318
09/08/2022 00.00.00;Riau;4862,196;1,292
10/08/2022 00.00.00;Riau;4863,61;1,414
11/08/2022 00.00.00;Riau;4864,902;1,292
12/08/2022 00.00.00;Riau;4865,974;1,072
13/08/2022 00.00.00;Riau;4867,056;1,082
14/08/2022 00.00.00;Riau;4869,33;2,274
15/08/2022 00.00.00;Riau;4873,099;3,769
16/08/2022 00.00.00;Riau;4876,957;3,858
17/08/2022 00.00.00;Riau;4877,325;0,368
18/08/2022 00.00.00;Riau;4878,742;1,417
19/08/2022 00.00.00;Riau;4879,497;0,755
